I.1 03.00.05,Ботаніка.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 19.23.17,Будівельна механіка.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 19.23.01,"Будівельні конструкції, будівлі та споруди.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 19.23.05,Будівельні матеріали та вироби.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 19.23,Будівництво.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 20.01.05,Будівництво Збройних Сил.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 14.15.10,Буріння свердловин.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 29.06.04,"Бухгалтерський облік, аналіз і аудит.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 12.27.02,"Вакуумна, плазмова та квантова електроніка.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 11.04.06,Вакуумна та компресорна техніка.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 01.01.09,Варіаційне числення і теорія оптимального керування.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 19.23.03,"Вентиляція, освітлення і теплогазопостачання.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 07.00.03,Ветеринарна мікробіологія і вірусологія.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 07.00.06,Ветеринарна санітарія і гігієна.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 07.00.04,Ветеринарна фармакологія і токсикологія.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 07.00.05,Ветеринарна хірургія.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 07.00.07,Ветеринарне акушерство.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 07.00,Ветеринарні науки.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 06.01.08,Виноградарство.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 11.07.07,Випробування літальних апаратів та їх систем.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 20.02.16,Випробування озброєння та військової техніки.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 18.22.20,Виробництво та ремонт транспортних засобів.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 11.07.15,Виробництво та утилізація палив літальних апаратів.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 14.15.03,Відкрита розробка родовищ корисних копалин.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 20.02.04,"Військова географія, театри військових дій, країнознавство, космографія.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 20.02.09,"Військова геодезія, топографія, картографія, фототопографія.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 20.02.10,"Військова гідрографія, метеорологія та геофізика.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 20.01.07,Військова економіка.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 20.02.22,Військова історія.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 20.02.12,"Військова кібернетика, інформатика, системний аналіз, дослідження операцій.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 20.02.02,Військова педагогіка та психологія.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 20.01.06,"Військове навчання та виховання, бойова та оперативна підготовка.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 20.02.03,"Військове право, військові проблеми міжнародного права.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 20.02.08,"Військові дороги, мости та переправи.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 20.02.06,Військово-будівельні комплекси та конструкції.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 20.02,Військово-спеціальні науки.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 20.01,Військово-теоретичні науки.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 03.00.06,Вірусологія.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 08.01.02,Внутрішні хвороби.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 19.23.04,"Водопостачання, каналізація.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 24.00.01,Воєнна безпека держави.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.1 21.00.02,Всесвітня історія.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 01.03.03,Геліофізика і фізика Сонячної системи.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 08.01.31,Гематологія і трансфузіологія.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 03.00.15,Генетика.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 05.00.12,Географічна картографія та геоінформатика.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 05.00,Географічні науки.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 14.24,Геодезичні науки.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 14.24.01,Геодезія.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 04.00,Геологічні науки.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 04.00.11,Геологія металічних і неметалічних корисних копалин.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 04.00.17,Геологія нафти і газу.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 04.00.10,Геологія океанів і морів.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 04.00.16,Геологія твердих горючих копалин.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 14.15.14,Геологорозвідувальні роботи.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 01.01.04,Геометрія і топологія.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 05.00.04,Геоморфологія та палеогеографія.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 04.00.04,Геотектоніка.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 04.00.22,Геофізика.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 04.00.02,Геохімія.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.1 22.02.04,Германські мови.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 08.02.01,Гігієна.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 19.23.16,Гідравліка та інженерна гідрологія.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 11.04.13,Гідравлічні машини та гідропневмоагрегати.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 20.02.15,"Гідроаеродинаміка, динаміка руху та маневрування бойових засобів.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 03.00.17,Гідробіологія.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 04.00.06,Гідрогеологія.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 05.00.07,"Гідрологія суші, водні ресурси, гідрохімія.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 11.20.05,Гідротехнічні меліорації.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 11.05.06,Гірничі машини.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 12.11.03,Гіроскопи та навігаційні системи.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 08.03.09,"Гістологія, цитологія, ембріологія.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 06.02.02,Годівля тварин і технологія кормів.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 30.00.04,"Господарське право, арбітражний процес.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.1 23.00.06,Декоративне та прикладне мистецтво.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 29.09,"Демографія, економіка праці та соціальна політика.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 28.00,Державне управління.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 11.07.09,"Динаміка, балістика та керування рухом літальних апаратів.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 11.02.09,"Динаміка, міцність машин, приладів та апаратури.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 11.07.12,Дистанційні аерокосмічні дослідження.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 08.01.09,Дитяча хірургія.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 01.01.02,Диференціальні рівняння.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 07.00.01,Діагностика і терапія тварин.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 27.00.02,Діалектика і методологія пізнання.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 01.01.10,Дослідження операцій і теорія ігор.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.21.92,#Дослідження та розробки в галузі архітектури та будівництва.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.21.90,#Дослідження та розробки в галузі архітектури та будівництва.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 19,Дослідження та розробки в галузі архітектури та будівництва.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.10.30,#Дослідження та розробки в галузі біологічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 03,Дослідження та розробки в галузі біологічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.10.70,#Дослідження та розробки в галузі ветеринарних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 07,Дослідження та розробки в галузі ветеринарних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.22.00,#Дослідження та розробки в галузі військових наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.22,#Дослідження та розробки в галузі військових наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 20,Дослідження та розробки в галузі військових наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.10.50,#Дослідження та розробки в галузі географічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 05,Дослідження та розробки в галузі географічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.21.41,#Дослідження та розробки в галузі геодезії і розробки корисних копалин.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.21.42,#Дослідження та розробки в галузі геодезії і розробки корисних копалин.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 14,Дослідження та розробки в галузі геодезії і розробки корисних копалин.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.10.40,#Дослідження та розробки в галузі геологічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 04,Дослідження та розробки в галузі геологічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II,ДОСЛІДЖЕННЯ ТА РОЗРОБКИ В ГАЛУЗІ ГУМАНІТАРНИХ І СУСПІЛЬНИХ НАУК.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.1,ДОСЛІДЖЕННЯ ТА РОЗРОБКИ В ГАЛУЗІ ГУМАНІТАРНИХ НАУК.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#II.22.80,#Дослідження та розробки в галузі державного управління.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 28,Дослідження та розробки в галузі державного управління.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#II.22.90,#Дослідження та розробки в галузі економічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 29,Дослідження та розробки в галузі економічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.21.31,#Дослідження та розробки в галузі енергетики.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 13,Дослідження та розробки в галузі енергетики.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.21.02,#Дослідження та розробки в галузі загальнотехнічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.21.00,#Дослідження та розробки в галузі загальнотехнічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 10,Дослідження та розробки в галузі загальнотехнічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#II.12,#Дослідження та розробки в галузі історичних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#II.12.10,#Дослідження та розробки в галузі історичних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.1.21,Дослідження та розробки в галузі історичних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.10.80,#Дослідження та розробки в галузі медичних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 08,Дослідження та розробки в галузі медичних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.21.11,"#Дослідження та розробки в галузі металургії, обробки металів, виробництва машин та устаткування.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.21.10,"#Дослідження та розробки в галузі металургії, обробки металів, виробництва машин та устаткування.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.21.12,"#Дослідження та розробки в галузі металургії, обробки металів, виробництва машин та устаткування.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 11,"Дослідження та розробки в галузі металургії, обробки металів, виробництва машин та устаткування.",Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#II.12.30,#Дослідження та розробки в галузі мистецтвознавства.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.1.23,Дослідження та розробки в галузі мистецтвознавства.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#II.22.40,#Дослідження та розробки в галузі національної безпеки.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 24,Дослідження та розробки в галузі національної безпеки.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#II.23.10,#Дослідження та розробки в галузі педагогічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 31,Дослідження та розробки в галузі педагогічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#II.22.60,#Дослідження та розробки в галузі політичних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 26,Дослідження та розробки в галузі політичних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.21.21,#Дослідження та розробки в галузі приладобудування та електроніки.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.21.22,#Дослідження та розробки в галузі приладобудування та електроніки.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 12,Дослідження та розробки в галузі приладобудування та електроніки.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I,ДОСЛІДЖЕННЯ ТА РОЗРОБКИ В ГАЛУЗІ ПРИРОДНИЧИХ І ТЕХНІЧНИХ НАУК.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.10,ДОСЛІДЖЕННЯ ТА РОЗРОБКИ В ГАЛУЗІ ПРИРОДНИЧИХ НАУК.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1,ДОСЛІДЖЕННЯ ТА РОЗРОБКИ В ГАЛУЗІ ПРИРОДНИЧИХ НАУК.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#II.23.20,#Дослідження та розробки в галузі психологічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 32,Дослідження та розробки в галузі психологічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.10.60,#Дослідження та розробки в галузі сільськогосподарських наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 06,Дослідження та розробки в галузі сільськогосподарських наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#II.22.50,#Дослідження та розробки в галузі соціологічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 25,Дослідження та розробки в галузі соціологічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#II.22,#Дослідження та розробки в галузі суспільних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2,ДОСЛІДЖЕННЯ ТА РОЗРОБКИ В ГАЛУЗІ СУСПІЛЬНИХ НАУК.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.21.71,#Дослідження та розробки в галузі текстильної та легкої промисловості.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 17,Дослідження та розробки в галузі текстильної та легкої промисловості.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.21,#Дослідження та розробки в галузі технічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2,ДОСЛІДЖЕННЯ ТА РОЗРОБКИ В ГАЛУЗІ ТЕХНІЧНИХ НАУК.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.21.61,#Дослідження та розробки в галузі технології продовольчих продуктів.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 16,Дослідження та розробки в галузі технології продовольчих продуктів.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.21.82,#Дослідження та розробки в галузі транспорту.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 18,Дослідження та розробки в галузі транспорту.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.10.90,#Дослідження та розробки в галузі фармацевтичних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 09,Дослідження та розробки в галузі фармацевтичних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.10.10,#Дослідження та розробки в галузі фізико-математичних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 01,Дослідження та розробки в галузі фізико-математичних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#II.23.30,#Дослідження та розробки в галузі фізичного виховання та спорту.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 33,Дослідження та розробки в галузі фізичного виховання та спорту.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#II.12.20,#Дослідження та розробки в галузі філологічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.1.22,Дослідження та розробки в галузі філологічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#II.22.70,#Дослідження та розробки в галузі філософських наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 27,Дослідження та розробки в галузі філософських наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.10.20,#Дослідження та розробки в галузі хімічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 02,Дослідження та розробки в галузі хімічних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#I.21.51,#Дослідження та розробки в галузі хімічних технологій.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.2 15,Дослідження та розробки в галузі хімічних технологій.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#II.23,#Дослідження та розробки в галузі юридичних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
#II.23.00,#Дослідження та розробки в галузі юридичних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 30,Дослідження та розробки в галузі юридичних наук.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
I.1 03.00.16,Екологія.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 29.07.03,Економіка будівництва.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 29.07,Економіка видів діяльності.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 29.07.06,Економіка житлового і комунального господарства.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 29.06.01,Економіка підприємства й організація виробництва.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
II.2 29.06,Економіка підприємства та управління виробництвом.,Державний класифікатор видів науково-технічної діяльності (ДК 015:97),ДК 015:97
